0,1,11993
1,0,13991
2,1,15223
3,0,12154
4,1,14465
5,0,12116
6,1,12171
7,0,12203
8,1,12175
9,0,12170
10,1,12175
11,0,12170
12,1,12000
13,0,12006
14,1,12093
15,0,12008
16,1,12065
17,0,12004
18,1,12065
19,0,12033
20,1,12065
21,0,12004
22,1,12065
23,0,12004
24,1,12065
25,0,12004
26,1,12065
27,0,12004
28,1,12065
29,0,12004
30,1,12065
31,0,12004
32,1,12109
33,0,12004
34,1,12109
35,0,12004
36,1,12112
37,0,12004
38,1,12113
39,0,12004
40,1,12113
41,0,12004
42,1,12113
43,0,12004
44,1,12107
45,0,12004
46,1,12107
47,0,12004
48,1,12140
49,0,12037
50,1,12098
51,0,12037
52,1,12098
53,0,12037
54,1,12098
55,0,12004
56,1,12065
57,0,12004
58,1,12065
59,0,12004
60,1,12065
61,0,12004
62,1,12065
63,0,12004
64,1,12065
65,0,12004
66,1,12065
67,0,12004
68,1,12065
69,0,12004
70,1,12065
71,0,12004
72,1,12065
73,0,12004
74,1,12065
75,0,12004
76,1,12065
77,0,12004
78,1,12065
79,0,12004
80,1,12065
81,0,12004
82,1,12065
83,0,12004
84,1,12065
85,0,12004
86,1,12065
87,0,12004
88,1,12065
89,0,12004
90,1,12065
91,0,12004
92,1,12065
93,0,12004
94,1,12065
95,0,12004
96,1,12065
97,0,12004
98,1,12065
99,0,12004
0,1,12065
1,0,12041
2,1,12102
3,0,12041
4,1,12102
5,0,12041
6,1,12102
7,0,12041
8,1,12102
9,0,12041
10,1,12102
11,0,12041
12,1,12098
13,0,12041
14,1,12102
15,0,12041
16,1,12102
17,0,12041
18,1,12102
19,0,12041
20,1,12102
21,0,12041
22,1,12102
23,0,12041
24,1,12102
25,0,12041
26,1,12102
27,0,12041
28,1,12102
29,0,12041
30,1,12102
31,0,12041
32,1,12102
33,0,12041
34,1,12102
35,0,12041
36,1,12102
37,0,12041
38,1,12102
39,0,12041
40,1,12102
41,0,12041
42,1,12102
43,0,12041
44,1,12102
45,0,12041
46,1,12102
47,0,12041
48,1,12102
49,0,12042
50,1,12102
51,0,12041
52,1,12102
53,0,12041
54,1,14871
55,0,12041
56,1,12102
57,0,12041
58,1,12102
59,0,12114
60,1,12175
61,0,12114
62,1,12175
63,0,12114
64,1,12175
65,0,12116
66,1,12102
67,0,12041
68,1,12102
69,0,12041
70,1,12102
71,0,12041
